forecast_date,party,prob_majority,seats_pct_05,seats_avg,seats_pct_95,vote_pct_05,vote_avg,vote_pct_95
2026-05-19,rep,0.2773,175,206.782,231,0.40916003,0.466373555,0.522458418
2026-05-20,dem,0.7432,204,229.527,262,0.479952155,0.536404384,0.594373155
2026-05-20,rep,0.2568,173,205.473,231,0.405626845,0.463595616,0.520047845
2026-05-21,dem,0.7588,204,229.856,262,0.479795517,0.536910292,0.593343869
2026-05-21,rep,0.2412,173,205.144,231,0.406656131,0.463089708,0.520204483
2026-05-22,dem,0.7986,206,232.2353,265,0.483410825,0.541639562,0.597718677
2026-05-22,rep,0.2014,170,202.7647,229,0.402281323,0.458360438,0.516589175
2026-05-23,dem,0.7743,205,230.522,263,0.481972357,0.53843262,0.595120524
2026-05-23,rep,0.2257,172,204.478,230,0.404879476,0.46156738,0.518027643
2026-05-24,dem,0.7582,205,229.8884,261,0.480652463,0.537404937,0.592312292
2026-05-24,rep,0.2418,174,205.1116,230,0.407687708,0.462595063,0.519347537
2026-05-25,dem,0.7431,204,229.4603,261,0.480555341,0.536186472,0.591889658
2026-05-25,rep,0.2569,174,205.5397,231,0.408110342,0.463813528,0.519444659
2026-05-26,dem,0.7535,205,229.5605,261,0.480928614,0.536530436,0.593005162
2026-05-26,rep,0.2465,174,205.4395,230,0.406994838,0.463469564,0.519071386
2026-05-27,dem,0.7402,204,228.7802,260,0.479711916,0.535023093,0.590955687
2026-05-27,rep,0.2598,175,206.2198,231,0.409044313,0.464976907,0.520288084
2026-05-28,dem,0.7583,205,229.7632,261,0.48183753,0.536967442,0.591495145
2026-05-28,rep,0.2417,174,205.2368,230,0.408504855,0.463032558,0.51816247
2026-05-29,dem,0.8647,210,237.0303,273,0.495220181,0.550996831,0.606922169
2026-05-29,rep,0.1353,162,197.9697,225,0.393077831,0.449003169,0.504779819
2026-05-30,dem,0.8673,210,237.8772,275,0.495220169,0.552397872,0.609500927
2026-05-30,rep,0.1327,160,197.1228,225,0.390499073,0.447602128,0.504779831
2026-05-31,dem,0.8731,211,238.5215,275,0.497046042,0.553402649,0.610570533
2026-05-31,rep,0.1269,160,196.4785,224,0.389429467,0.446597351,0.502953958
2026-06-01,dem,0.8044,206,234.469,271,0.48996256,0.54737297,0.60357797
2026-06-01,rep,0.1956,164,200.531,229,0.39642203,0.45262703,0.51003744
2026-06-02,dem,0.7927,206,233.5972,270,0.489478034,0.545813076,0.603560463
2026-06-02,rep,0.2073,165,201.4028,229,0.396439537,0.454186924,0.510521966
2026-06-03,dem,0.7904,206,233.4892,270,0.489344909,0.545769283,0.603958331
2026-06-03,rep,0.2096,165,201.5108,229,0.396041669,0.454230717,0.510655091
2026-06-04,dem,0.7625,204,231.4489,267,0.485033923,0.541810671,0.599804508
2026-06-04,rep,0.2375,168,203.5511,231,0.400195492,0.458189329,0.514966077
2026-06-05,dem,0.7643,204,231.5679,267,0.485533926,0.542121583,0.59844969
2026-06-05,rep,0.2357,168,203.4321,231,0.40155031,0.457878417,0.514466074
2026-06-06,dem,0.7798,205,230.4874,264,0.486686728,0.54068342,0.594768064
2026-06-06,rep,0.2202,171,204.5126,230,0.405231936,0.45931658,0.513313272
2026-06-07,dem,0.7579,204,230.8579,265,0.485327935,0.540994368,0.596829661
2026-06-07,rep,0.2421,170,204.1421,231,0.403170339,0.459005632,0.514672065
2026-06-08,dem,0.7499,204,230.3629,264,0.485620727,0.540213458,0.59544663900000006
2026-06-08,rep,0.2501,171,204.6371,231,0.404553361,0.459786542,0.514379273
2026-06-09,dem,0.7026,202,227.5129,259,0.480020966,0.535039288,0.588957338
2026-06-09,rep,0.2974,176,207.4871,233,0.411042662,0.464960712,0.519979034
2026-06-10,dem,0.7026,202,227.5129,259,0.480020966,0.535039288,0.588957338
2026-06-10,rep,0.2974,176,207.4871,233,0.411042662,0.464960712,0.519979034
2026-06-11,dem,0.7026,202,227.5129,259,0.480020966,0.535039288,0.588957338
2026-06-11,rep,0.2974,176,207.4871,233,0.411042662,0.464960712,0.519979034
2026-06-12,dem,0.7026,202,227.5129,259,0.480020966,0.535039288,0.588957338
2026-06-12,rep,0.2974,176,207.4871,233,0.411042662,0.464960712,0.519979034
2026-06-13,dem,0.7026,202,227.5129,259,0.480020966,0.535039288,0.588957338
2026-06-13,rep,0.2974,176,207.4871,233,0.411042662,0.464960712,0.519979034
2026-06-14,dem,0.7026,202,227.5129,259,0.480020966,0.535039288,0.588957338
2026-06-14,rep,0.2974,176,207.4871,233,0.411042662,0.464960712,0.519979034
2026-06-15,dem,0.6338,200,225.1514,259,0.478476418,0.534001573,0.590094422
2026-06-15,rep,0.3662,176,209.8486,235,0.409905578,0.465998427,0.521523582
2026-06-16,dem,0.6294,200,224.5871,256,0.47880538499999997,0.533186168,0.586946027
2026-06-16,rep,0.3706,179,210.4129,235,0.413053973,0.466813832,0.521194615
2026-06-17,dem,0.5963,199,223.4432,255.05,0.478539047,0.532719786,0.586406232
2026-06-17,rep,0.4037,179.95,211.5568,236,0.413593768,0.467280214,0.521460953
2026-06-18,dem,0.5919,198,223.5479,257,0.478289294,0.532718193,0.587997707
2026-06-18,rep,0.4081,178,211.4521,237,0.412002293,0.467281807,0.521710706
2026-06-19,dem,0.5836,198,222.9506,255,0.476798219,0.531659525,0.585924563
2026-06-19,rep,0.4164,180,212.0494,237,0.414075437,0.468340475,0.523201781
2026-06-20,dem,0.5882,199,223.2365,256,0.477595335,0.532175615,0.586981845
2026-06-20,rep,0.4118,179,211.7635,236,0.413018155,0.467824385,0.522404665
2026-06-21,dem,0.5873,199,223.1509,255,0.477833068,0.53214289,0.586864946
2026-06-21,rep,0.4127,180,211.8491,236,0.413135054,0.46785711,0.522166932
2026-06-22,dem,0.6005,199,223.9497,257,0.478259291,0.533513859,0.588216779
2026-06-22,rep,0.3995,178,211.0503,236,0.411783221,0.466486141,0.521740709
2026-06-23,dem,0.5882,199,223.263,255,0.479567925,0.532556236,0.585811843
2026-06-23,rep,0.4118,180,211.737,236,0.414188157,0.467443764,0.520432075
2026-06-24,dem,0.5846,199,223.0907,255,0.478555282,0.532411159,0.586332459
2026-06-24,rep,0.4154,180,211.9093,236,0.413667541,0.467588841,0.521444718
2026-06-25,dem,0.5971,199,223.4716,257,0.479530022,0.533135383,0.586656698
2026-06-25,rep,0.4029,178,211.5284,236,0.413343302,0.466864617,0.52046997800000006
2026-06-26,dem,0.5514,198,221.8524,253,0.476398491,0.529953767,0.58371647
2026-06-26,rep,0.4486,182,213.1476,237,0.41628353,0.470046233,0.523601509
2026-06-27,dem,0.5614,198,222.0174,253.05,0.475872044,0.530115938,0.584719995
2026-06-27,rep,0.4386,181.95,212.9826,237,0.415280005,0.469884062,0.524127956
2026-06-28,dem,0.5626,199,222.2304,254,0.477703586,0.530726348,0.584855934
2026-06-28,rep,0.4374,181,212.7696,236,0.415144066,0.469273652,0.522296414
2026-06-29,dem,0.5784,198,222.3777,254,0.476850273,0.531138752,0.58472829
2026-06-29,rep,0.4216,181,212.6223,237,0.41527171,0.468861248,0.523149727
2026-06-30,dem,0.6556,201,226.2661,260,0.484481702,0.538498343,0.592261303
2026-06-30,rep,0.3444,175,208.7339,234,0.407738697,0.461501657,0.515518298
2026-07-01,dem,0.6129,201,224.8305,258,0.48590708,0.535911545,0.590377357
2026-07-01,rep,0.3871,177,210.1695,234,0.409622643,0.464088455,0.51409292
2026-07-02,dem,0.6491,200,226.0717,260,0.484226598,0.538491608,0.592172242
2026-07-02,rep,0.3509,175,208.9283,235,0.407827758,0.461508392,0.515773402
2026-07-03,dem,0.6177,200,224.5435,258,0.482565835,0.535647793,0.589184236
2026-07-03,rep,0.3823,177,210.4565,235,0.41081576400000003,0.464352207,0.517434165
2026-07-04,dem,0.6055,199,224.049,256,0.480963437,0.534598365,0.587957759
2026-07-04,rep,0.3945,179,210.951,236,0.412042241,0.465401635,0.519036563
2026-07-05,dem,0.621,200,224.7608,257,0.483447903,0.536026785,0.58838996
2026-07-05,rep,0.379,178,210.2392,235,0.41161004,0.463973215,0.516552097
2026-07-06,dem,0.6337,200,225.9276,264,0.4826974716005872,0.5379578288442817,0.5992389038655871
2026-07-06,rep,0.3663,171,209.0724,235,0.40076109613441274,0.4620421711557184,0.5173025283994128
2026-07-07,dem,0.6342,201,225.2917,258,0.4842687959205873,0.5374573203715218,0.5892526708655872
2026-07-07,rep,0.3658,177,209.7083,234,0.4107473291344128,0.46254267962847817,0.5157312040794128
2026-07-08,dem,0.6264,200,225.1555,258,0.48338288677058727,0.5369104132508636,0.5904855698655872
2026-07-08,rep,0.3736,177,209.8445,235,0.4095144301344128,0.4630895867491363,0.5166171132294127
2026-07-09,dem,0.5915,199,223.5415,256,0.4807809027705872,0.5340422211908423,0.5874805113655871
2026-07-09,rep,0.4085,179,211.4585,236,0.4125194886344128,0.4659577788091577,0.5192190972294127
2026-07-10,dem,0.5909,199,223.4396,256,0.4808458228255872,0.5337100534969319,0.5875030039655872
2026-07-10,rep,0.4091,179,211.5604,236,0.4124969960344128,0.466289946503068,0.5191541771744128
2026-07-11,dem,0.5886,199,223.2995,255,0.4802778011205872,0.5335853198328498,0.5858463429155872
2026-07-11,rep,0.4114,180,211.7005,236,0.4141536570844128,0.4664146801671501,0.5197221988794127
2026-07-12,dem,0.6047,200,224.195,257,0.4818972808755872,0.5351729178272616,0.5888309743655872
2026-07-12,rep,0.3953,178,210.805,235,0.4111690256344128,0.4648270821727384,0.5181027191244127
2026-07-13,dem,0.5794,199,223.0337,255,0.4815750021355873,0.533232770320506,0.5867521186155872
2026-07-13,rep,0.4206,180,211.9663,236,0.4132478813844128,0.4667672296794941,0.5184249978644127
2026-07-14,dem,0.5822,198,223.2544,256,0.4787944441655872,0.533169709806145,0.5870070995155872
2026-07-14,rep,0.4178,179,211.7456,237,0.4129929004844128,0.46683029019385497,0.5212055558344127
2026-07-15,dem,0.5779,199,222.538,253,0.4809911231755872,0.5321868880997094,0.5831025538655873
2026-07-15,rep,0.4221,182,212.462,236,0.4168974461344127,0.4678131119002907,0.5190088768244128
2026-07-16,dem,0.549,198,221.9004,254,0.4794453449455872,0.5319596929148596,0.5851094620655872
2026-07-16,rep,0.451,181,213.0996,237,0.4148905379344128,0.4680403070851404,0.5205546550544128
2026-07-17,dem,0.5544,198,221.9454,254,0.4798740605305872,0.532168093242735,0.5852691699155872
2026-07-17,rep,0.4456,181,213.0546,237,0.4147308300844127,0.46783190675726505,0.5201259394694128
2026-07-18,dem,0.557,198,221.7445,252,0.4804068053655872,0.5318970113670469,0.5816638182655871
2026-07-18,rep,0.443,183,213.2555,237,0.4183361817344128,0.4681029886329531,0.5195931946344128
2026-07-19,dem,0.5579,198,222.1812,254,0.4804438703755872,0.5327344664654009,0.5842853960155872
2026-07-19,rep,0.4421,181,212.8188,237,0.4157146039844128,0.46726553353459904,0.5195561296244128
2026-07-20,dem,0.5435,198,221.6226,253,0.4791552795955873,0.5315539474797527,0.5838540357155871
2026-07-20,rep,0.4565,182,213.3774,237,0.4161459642844128,0.4684460525202472,0.5208447204044127
2026-07-21,dem,0.5618,198,222.0029,253,0.4812072115355872,0.5324506776140564,0.5838238325155872
2026-07-21,rep,0.4382,182,212.9971,237,0.4161761674844127,0.46754932238594354,0.5187927884644128
2026-07-22,dem,0.5409,197,221.5134,254,0.4782104877005872,0.5316878228190969,0.5846511892155871
2026-07-22,rep,0.4591,181,213.4866,238,0.4153488107844128,0.4683121771809032,0.5217895122994127
2026-07-23,dem,0.6017,199,223.8337,256,0.4843121840455872,0.5363134127759288,0.5881469908655871
2026-07-23,rep,0.3983,179,211.1663,236,0.4118530091344127,0.4636865872240712,0.5156878159544128
2026-07-24,dem,0.6493,201,226.1779,259,0.4896955746455872,0.5406347867940389,0.5917438153655872
2026-07-24,rep,0.3507,176,208.8221,234,0.4082561846344128,0.4593652132059612,0.5103044253544128
2026-07-24,rep,0.3507,176,208.8221,234,0.4082561846344128,0.4593652132059612,0.5103044253544128
2026-07-25,dem,0.6493,201,226.1779,259,0.4896955746455872,0.5406347867940389,0.5917438153655872
2026-07-25,rep,0.3507,176,208.8221,234,0.4082561846344128,0.4593652132059612,0.5103044253544128
2026-07-26,dem,0.5751,199,222.6688,255,0.4823096104605872,0.534175634520053,0.5859646019655872
2026-07-26,rep,0.4249,180,212.3312,236,0.4140353980344127,0.46582436547994693,0.5176903895394127
2026-07-27,dem,0.5868,199,223.5658,256,0.4841796047155872,0.5359174508021034,0.5880611423655872
2026-07-27,rep,0.4132,179,211.4342,236,0.41193885763441274,0.46408254919789654,0.5158203952844128
2026-07-28,dem,0.5585,199,222.1563,254,0.4831202300805872,0.5334967565640255,0.5851422450655872
2026-07-28,rep,0.4415,181,212.8437,236,0.41485775493441274,0.4665032434359744,0.5168797699194128
2026-07-29,dem,0.5782,198,222.779,254,0.4828598123655873,0.5346748281096155,0.5860941656655873
2026-07-29,rep,0.4218,181,212.221,237,0.41390583433441275,0.46532517189038447,0.5171401876344127
2026-07-30,dem,0.5987,200,223.9814,256,0.4868222428625873,0.53680146599468,0.5884510058655873
2026-07-30,rep,0.4013,179,211.0186,235,0.4115489941344128,0.46319853400532,0.5131777571374128
2026-07-31,dem,0.6035,200,223.8559,255,0.4866506378375872,0.5368559310819565,0.5871961678655873
2026-07-31,rep,0.3965,180,211.1441,235,0.41280383213441274,0.46314406891804344,0.5133493621624128
2026-08-01,dem,0.7119,203,229.6799,266,0.4946269138305872,0.5471645610348532,0.5992813813655873
2026-08-01,rep,0.2881,169,205.3201,232,0.4007186186344128,0.4528354389651468,0.5053730861694128
2026-08-02,dem,0.7259,204,230.0918,266,0.4973755603805873,0.5480641539185306,0.5991111748655872
2026-08-02,rep,0.2741,169,204.9082,231,0.4008888251344128,0.45193584608146936,0.5026244396194127
2026-08-03,dem,0.6814,202,227.6779,262,0.49225953410058726,0.5438368877800541,0.5956168228655871
2026-08-03,rep,0.3186,173,207.3221,233,0.4043831771344128,0.4561631122199459,0.5077404658994128
2026-08-04,dem,0.6458,201,226.2496,260,0.4893593396905872,0.5411717000736413,0.5934206588655873
2026-08-04,rep,0.3542,175,208.7504,234,0.40657934113441274,0.45882829992635865,0.5106406603094128
2026-08-05,dem,0.6538,202,226.1895,260,0.4906198634455872,0.5410707852113229,0.5917756838655872
2026-08-05,rep,0.3462,175,208.8105,233,0.4082243161344128,0.4589292147886771,0.5093801365544127
2026-08-06,dem,0.6413,201,225.8636,259,0.48979904860058726,0.5403914365575622,0.5916886333655872
2026-08-06,rep,0.3587,176,209.1364,234,0.4083113666344127,0.45960856344243783,0.5102009513994127
2026-08-07,dem,0.6883,203,228.3747,260,0.4936319704505872,0.5447466844114551,0.5921457553655872
2026-08-07,rep,0.3117,175,206.6253,232,0.4078542446344128,0.45525331558854487,0.5063680295494127
2026-08-08,dem,0.6884,202,227.8913,262,0.4927644717405872,0.5439603724293715,0.5949395653655872
2026-08-08,rep,0.3116,173,207.1087,233,0.4050604346344128,0.45603962757062855,0.5072355282594126
2026-08-09,dem,0.6922,203,228.2716,262,0.49426787885058726,0.5446854315673265,0.5962391903655873
2026-08-09,rep,0.3078,173,206.7284,232,0.40376080963441274,0.4553145684326735,0.5057321211494127
2026-08-10,dem,0.6789,202,227.5088,260,0.4926502214255872,0.5432501616621321,0.5932175093655873
2026-08-10,rep,0.3211,175,207.4912,233,0.40678249063441274,0.45674983833786786,0.5073497785744128
2026-08-11,dem,0.6321,200,225.1292,257,0.4885818469220873,0.5388613796817512,0.5887557343655873
2026-08-11,rep,0.3679,178,209.8708,235,0.41124426563441274,0.46113862031824887,0.5114181530779127
