year,state,seat_number,primary_pct,general_pct
2010,Washington,1,0.416741022,0.423332966
2010,Washington,2,0.476322882,0.489276655
2010,Washington,3,0.557462334,0.52971888
2010,Washington,4,0.743497034,0.676420701
2010,Washington,5,0.667129467,0.636663422
2010,Washington,6,0.433651111,0.419607678
2010,Washington,7,0,0
2010,Washington,8,0.595324243,0.520516205
2010,Washington,9,0.469952113,0.451479206
2012,California,1,0.693146886,0.573825766
2012,California,2,0.216912123,0.287567002
2012,California,3,0.48525687,0.457695069
2012,California,4,0.64787096,0.611091545
2012,California,5,0.278022003,0.255288767
2012,California,6,0.285952697,0.249475646
2012,California,7,0.562613366,0.483184591
2012,California,8,0.752041564,1
2012,California,9,0.522218272,0.444459045
2012,California,10,0.595468203,0.527081869
2012,California,11,0.309722553,0.302682724
2012,California,12,0.143348695,0.149161432
2012,California,13,0,0
2012,California,14,0.214231858,0.210834627
2012,California,15,0,0
2012,California,16,0.477278847,0.425913869
2012,California,17,0.292551193,0.264552804
2012,California,18,0.311180633,0.29510754
2012,California,19,0.32027446,0.267642241
2012,California,20,0.287081714,0.259314443
2012,California,21,0.569913836,0.577590877
2012,California,22,0.705782544,0.618796771
2012,California,23,1,1
2012,California,24,0.524770943,0.449027224
2012,California,25,0.702530926,0.547788228
2012,California,26,0.539716952,0.473082388
2012,California,27,0.422223501,0.360224557
2012,California,28,0.308235229,0.235125309
2012,California,29,0,0
2012,California,30,0.22789989,0
2012,California,31,0.514864283,1
2012,California,32,0.417975851,0.342999616
2012,California,33,0.226104723,0
2012,California,34,0.170407981,0.143843801
2012,California,35,0,0
2012,California,36,0.58097231,0.470606605
2012,California,37,,
2012,California,38,0.439737601,0.32455239
2012,California,39,0.688419047,0.57788123
2012,California,40,0,0
2012,California,41,0.545748476,0.410322683
2012,California,42,0.733507522,0.605940069
2012,California,43,0,0
2012,California,44,0,0
2012,California,45,0.669782809,0.584580075
2012,California,46,0.457450401,0.361252211
2012,California,47,0.506677704,0.43440777
2012,California,48,0.696694356,0.609785819
2012,California,49,0.665724019,0.581626113
2012,California,50,0.743060452,0.676897941
2012,California,51,0.292653884,0.285223152
2012,California,52,0.513800735,0.488247856
2012,California,53,0.421945117,0.385685055
2012,Washington,1,0.457994192,0.460638246
2012,Washington,2,0.392544111,0.388582525
2012,Washington,3,0.60022223,0.603796056
2012,Washington,4,0.706295208,0.662200617
2012,Washington,5,0.658056836,0.619182184
2012,Washington,6,0.452010676,0.410021303
2012,Washington,7,0.185519143,0.203459875
2012,Washington,8,0.647745193,0.596524215
2012,Washington,9,0.287385747,0.283826672
2012,Washington,10,0.447167496,0.414417941
2014,California,1,0.634,0.610300778
2014,California,2,0.223,0.250087347
2014,California,3,0.465,0.472753893
2014,California,4,1,1
2014,California,5,0,0
2014,California,6,0.264,0.27310874
2014,California,7,0.522006141,0.496037301
2014,California,8,0.712,0.676468534
2014,California,9,0.506,0.476296162
2014,California,10,0.589,0.561489201
2014,California,11,0.306,0.327260652
2014,California,12,0.131637168,0.167462447
2014,California,13,0.154554759,0.115212334
2014,California,14,0.226,0.233040108
2014,California,15,0.252,0.301946734
2014,California,16,0.516,0.492688007
2014,California,17,0.237702201,0
2014,California,18,0.324,0.322456794
2014,California,19,0,0
2014,California,20,0,0
2014,California,21,0.63,0.578341333
2014,California,22,0.722,0.720350677
2014,California,23,,
2014,California,24,0.507568113,0.480728795
2014,California,25,0.671972429,1
2014,California,26,0.545,0.486683664
2014,California,27,0.396,0.40642734
2014,California,28,0.000749729,0
2014,California,29,0.258,0.253868724
2014,California,30,0.338509317,0.343600009
2014,California,31,0.469,0.482662551
2014,California,32,0.4,0.403442883
2014,California,33,0.341607565,0.408127585
2014,California,34,0,0
2014,California,35,0.020692675,0
2014,California,36,0.497,0.458159074
2014,California,37,0.143,0.157186646
2014,California,38,0.425,0.409098294
2014,California,39,0.706,0.685449428
2014,California,40,0,0
2014,California,41,0.451,0.433569808
2014,California,42,0.675,0.657377194
2014,California,43,0.328,0.290431967
2014,California,44,0,0
2014,California,45,0.711498973,0.651207474
2014,California,46,0.448,0.403012663
2014,California,47,0.429,0.440105348
2014,California,48,0.679,0.641219715
2014,California,49,0.619,0.601690552
2014,California,50,0.743670886,0.712000712
2014,California,51,0.317,0.312104942
2014,California,52,0.577,0.484131293
2014,California,53,0.420781893,0.411634379
2014,Washington,1,0.478877582,0.449634053
2014,Washington,2,0.370328426,0.394256561
2014,Washington,3,0.62,0.615322414
2014,Washington,4,0.805850177,1
2014,Washington,5,0.676072235,0.606830256
2014,Washington,6,0.368817204,0.370168086
2014,Washington,7,0.169546436,0.190257072
2014,Washington,8,0.625,0.632678219
