year,state,seat_number,primary_pct,general_pct
2014,Washington,9,0.280123584,0.291749104
2014,Washington,10,0.444564047,0.452984154
2016,California,1,0.645527817,0.590531022
2016,California,2,0.168242766,0.231499005
2016,California,3,0.368925192,0.406485683
2016,California,4,0.614637904,0.627198856
2016,California,5,0.192039051,0.231314898
2016,California,6,0.195151242,0.245729845
2016,California,7,0.459958648,0.488286282
2016,California,8,0.62718922,0.622580191
2016,California,9,0.424986755,0.426404773
2016,California,10,0.579554393,0.517004574
2016,California,11,0.246673184,0.27947178
2016,California,12,0.089098431,0
2016,California,13,0.080451577,0.092154452
2016,California,14,,
2016,California,15,0.234970829,0.262332047
2016,California,16,0.440776658,0.419651575
2016,California,17,0.174283364,0
2016,California,18,0.243981893,0.288549995
2016,California,19,0.174459848,0.260555675
2016,California,20,0.218826896,0.292469242
2016,California,21,0.54025099,0.567382635
2016,California,22,0.703048682,0.675650945
2016,California,23,0.725515896,0.691751109
2016,California,24,0.451362346,0.465809133
2016,California,25,0.555564808,0.531300615
2016,California,26,0.359781612,0.396204875
2016,California,27,0.298046363,0.325796387
2016,California,28,0.184354733,0.220133206
2016,California,29,0,0
2016,California,30,0.21273303,0.273616085
2016,California,31,0.458923815,0.439324615
2016,California,32,0.239270055,0
2016,California,33,0.308463583,0.335601525
2016,California,34,0,0
2016,California,35,0.244326015,0.276090877
2016,California,36,0.415212621,0.379460659
2016,California,37,0.091300818,0
2016,California,38,0.229961585,0.295217005
2016,California,39,0.604994486,0.572304294
2016,California,40,0,0
2016,California,41,0.354536059,0.350486259
2016,California,42,0.594041518,0.58822118
2016,California,43,0.238831404,0.239157966
2016,California,44,0.092756424,0
2016,California,45,0.601209454,0.585597517
2016,California,46,0.267684433,0
2016,California,47,0.338785371,0.362785546
2016,California,48,0.565679529,0.583197353
2016,California,49,0.527488282,0.50261321
2016,California,50,0.655661462,0.634512647
2016,California,51,0.237742342,0.272458451
2016,California,52,0.411341566,0.434743152
2016,California,53,0.301701524,0.329907461
2016,Washington,1,0.430024923,0.445849719
2016,Washington,2,0.340919117,0.359837496
2016,Washington,3,0.570107207,0.617526981
2016,Washington,4,0.754370522,1
2016,Washington,5,0.628147389,0.596410269
2016,Washington,6,0.350595097,0.384694693
2016,Washington,7,0.129973296,0
2016,Washington,8,0.59183017,0.601950976
2016,Washington,9,0.239046834,0.271125685
2016,Washington,10,0.380651661,0.413347834
2018,California,1,0.585020243,0.548865889
2018,California,2,0.209,0.229920452
2018,California,3,0.421,0.419270531
2018,California,4,0.586,0.541314648
2018,California,5,0,0
2018,California,6,0,0
2018,California,7,0.465909091,0.449550276
2018,California,8,0.636082068,1
2018,California,9,0.435843054,0.43508515
2018,California,10,0.521,0.47748986
2018,California,11,0.238390093,0.258675788
2018,California,12,0.094202899,0.131768179
2018,California,13,0,0
2018,California,14,0.206,0.207774442
2018,California,15,0.270941055,0.270324562
2018,California,16,0.47,0.424548297
2018,California,17,0.235112936,0.246526364
2018,California,18,0.241735537,0.255083742
2018,California,19,,
2018,California,20,0,0
2018,California,21,0.628,0.49620652
2018,California,22,0.588957055,0.527221545
2018,California,23,0.699898271,0.637169905
2018,California,24,0.464,0.41444498
2018,California,25,0.518,0.456338614
2018,California,26,0.422,0.380579894
2018,California,27,0,0
2018,California,28,0.207,0.216279978
2018,California,29,0.188720174,0.19390143
2018,California,30,0.273,0.265984145
2018,California,31,0.451,0.412555001
2018,California,32,,
2018,California,33,0.301,0.299715528
2018,California,34,0,0
2018,California,35,0.34,0.306017823
2018,California,36,0.45,0.409834403
2018,California,37,0.108,0.109244515
2018,California,38,0.373,0.311482222
2018,California,39,0.542217701,0.484428768
2018,California,40,0,0
2018,California,41,0.415,0.349002695
2018,California,42,0.639705882,0.564993188
2018,California,43,0.259979529,0.223308102
2018,California,44,0.174581562,0
2018,California,45,0.529170931,0.479489926
2018,California,46,0.343189018,0.308539982
2018,California,47,0.394,0.351445013
2018,California,48,0.535353535,0.464480077
2018,California,49,0.485309017,0.435809918
2018,California,50,0.631578947,0.517154844
2018,California,51,0.326315789,0.287990483
2018,California,52,0.41,0.361528612
2018,California,53,0.343237705,0.309259135
2018,Washington,1,0.384215992,0.40732337
2018,Washington,2,0,0
2018,Washington,3,0.509,0.526709979
2018,Washington,4,0.632,0.628177477
2018,Washington,5,0.534836066,0.547599946
2018,Washington,6,0.33991684,0.361132949
2018,Washington,7,0.173,0.164388455
2018,Washington,8,0.483007209,0.475849446
2018,Washington,9,0.247133567,0
2018,Washington,10,0.354051054,0.384559844
2020,California,1,0.559180267,0.569944426
2020,California,2,0.191039361,0.242620674
2020,California,3,0.408031199,0.453262233
2020,California,4,0.594990165,0.559454054
2020,California,5,0.202127562,0.239092745
2020,California,6,0.220187046,0.266567448
2020,California,7,0.411631677,0.43376089
2020,California,8,0.612670711,0.560596374
2020,California,9,0.429638657,0.424169723
2020,California,10,0.501771143,0.448369224
2020,California,11,0.231326401,0.270072383
2020,California,12,0.095239205,0
2020,California,13,0.074499568,0.09634307
2020,California,14,0.163503789,0.207133802
2020,California,15,0.250467849,0.290953338
2020,California,16,0.351951339,0.406216981
2020,California,17,0.218737563,0.286541152
2020,California,18,0.204129644,0
2020,California,19,0.24288432,0.283176851
2020,California,20,0.203444547,0.232238117
2020,California,21,0.521371181,0.504467693
2020,California,22,0.576457338,0.542262303
2020,California,23,0.664914465,0.621400898
2020,California,24,0.397991484,0.413365715
2020,California,25,0.502970194,0.500491233
2020,California,26,0.355564792,0.394151416
2020,California,27,0.261793532,0.302242545
2020,California,28,0.173687013,0.273433294
2020,California,29,0.149674888,0
2020,California,30,0.226848873,0.305172174
2020,California,31,0.378282265,0.387117637
2020,California,32,0.281590344,0.334223899
2020,California,33,0.248930173,0.324198009
2020,California,34,0.077353105,0
2020,California,35,0.292202665,0.306700335
2020,California,36,0.394654968,0.396605497
2020,California,37,0.079337293,0.140600295
2020,California,38,0,0
2020,California,39,0.507677979,0.505976154
2020,California,40,0.151623137,0.272608259
2020,California,41,0.330474997,0.359698065
2020,California,42,0.582466612,0.571323771
2020,California,43,0.218731531,0.283154251
2020,California,44,0.131897742,0
2020,California,45,0.492464637,0.465359969
2020,California,46,0.289819157,0.312462149
2020,California,47,0.349462198,0.367281205
2020,California,48,0.519889197,0.510599848
2020,California,49,0.434219118,0.468704237
2020,California,50,0.569093506,0.539531996
2020,California,51,0.286444614,0.316952445
2020,California,52,0.332191195,0.38424192
2020,California,53,0.28122668,0
2020,Washington,1,0.407197167,0.413760024
2020,Washington,2,0.37532595,0.367618349
2020,Washington,3,0.572461323,0.56503792
2020,Washington,4,0.724895069,0.663138381
2020,Washington,5,0.627677912,0.61408443
2020,Washington,6,0.391442696,0.405521705
2020,Washington,7,0.12491715,0.168131875
2020,Washington,8,0.508913644,0.482140514
2020,Washington,9,0.243658672,0.257403836
2020,Washington,10,0.431316582,0
2022,California,1,0.660904069,0.620729008
2022,California,2,0.245190965,0.255965202
2022,California,3,0.559279181,0.536482958
2022,California,4,0.277649931,0.321980629
2022,California,5,0.653235159,0.613094018
2022,California,6,0.421926063,0.440538305
2022,California,7,0.284523286,0.317392625
2022,California,8,0.205116129,0.242714758
2022,California,9,0.495324181,0.45184633
2022,California,10,0.012956298,0
2022,California,11,0.146586625,0.16048125
2022,California,12,0.067921052,0.095258138
2022,California,13,0.517187664,0.502111474
2022,California,14,0.294205329,0.306614802
2022,California,15,0.169615037,0
2022,California,16,0.222401578,0
2022,California,17,0.257183779,0.290702513
2022,California,18,0.312849975,0.341469049
2022,California,19,0.296889841,0.313494052
2022,California,20,0.697839669,0.67246406
2022,California,21,0.429794616,0.458212293
2022,California,22,0.547787753,0.515225169
2022,California,23,0.608606213,0.610253984
2022,California,24,0.340968761,0.394333313
2022,California,25,0.436056114,0.426215448
2022,California,26,0.444424213,0.454696117
2022,California,27,0.503369774,0.532394309
2022,California,28,0.298946153,0.3376413
2022,California,29,0.204611837,0
2022,California,30,0.216424874,0
2022,California,31,0.367305015,0.404576078
2022,California,32,0.282135714,0.308301898
2022,California,33,0.401722856,0.422878974
2022,California,34,0.102295214,0
2022,California,35,0.412844037,0.426351439
2022,California,36,0.286704175,0.302495306
2022,California,37,0.092185417,0
2022,California,38,0.412907105,0.41908428
2022,California,39,0.428510291,0.423269527
2022,California,40,0.591306491,0.568352966
2022,California,41,0.534144148,0.523453545
2022,California,42,0.268587648,0.316310639
2022,California,43,0.191556932,0.226696477
2022,California,44,0.241213514,0.277938781
2022,California,45,0.568526166,0.524132348
2022,California,46,0.375801636,0.382088394
2022,California,47,0.482942996,0.482846763
2022,California,48,0.625173608,0.603611454
2022,California,49,0.485533531,0.47369702
2022,California,50,0.364006867,0.371578536
2022,California,51,0.380728754,0.381367131
2022,California,52,0.305263158,0.333275944
2022,Washington,1,0.361235833,0.364377744
2022,Washington,2,0.393766799,0.398247928
2022,Washington,3,0.660990209,0.495860232
2022,Washington,4,0.74865374,0.680520854
2022,Washington,5,0.59697295,0.596547482
2022,Washington,6,0.395327321,0.399333456
2022,Washington,7,0.131141769,0.142544285
2022,Washington,8,0.497746831,0.465629189
2022,Washington,9,0.28031785,0.282529232
2022,Washington,10,0.411336124,0.429360207
2024,California,1,0.666760736,0.653426391
2024,California,2,0.250383017,0.281162329
2024,California,3,0.570490782,0.554673903
2024,California,4,0.307761171,0.335444146
2024,California,5,0.6408063,0.617651847
2024,California,6,0.411954454,0.423810055
2024,California,7,0.308817869,0.332491463
2024,California,8,0.230095976,0.260293741
2024,California,9,0.502541218,0.482079274
2024,California,10,0.309421226,0.335265427
2024,California,11,0.154319352,0.189657664
2024,California,12,0.079493888,0
2024,California,13,0.549230572,0.499556706
2024,California,14,0.332573887,0.322463349
2024,California,15,0.247297297,0.269029923
2024,California,16,0.191242759,0
2024,California,17,0.272589113,0.323352048
2024,California,18,0.328427407,0.353741258
2024,California,19,0.305163459,0.307043259
2024,California,20,0.756636458,1
2024,California,21,0.470470781,0.474262393
2024,California,22,0.54715503,0.534210511
2024,California,23,0.634304558,0.601421942
2024,California,24,0.372392587,0.373030171
2024,California,25,0.443454863,0.437471177
2024,California,26,0.44492998,0.439456665
2024,California,27,0.549307862,0.486687327
2024,California,28,0.345373607,0.350713143
2024,California,29,0.263509695,0.302232862
2024,California,30,0.219296185,0.316239865
2024,California,31,0.367083903,0.402724732
2024,California,32,0.296559678,0.337984424
2024,California,33,0.429463076,0.411865824
2024,California,34,0.147143534,0
2024,California,35,0.438869424,0.415927726
2024,California,36,0.297357652,0.312818622
2024,California,37,0.010642304,0
2024,California,38,0.438230098,0.401619263
2024,California,39,0.444885822,0.433114169
2024,California,40,0.563678677,0.552603386
2024,California,41,0.530395024,0.516909535
2024,California,42,0.319471706,0.31858642
2024,California,43,0.211304126,0.249268402
2024,California,44,0.291593364,0.286274323
2024,California,45,0.548990635,0.498966363
2024,California,46,0.394037997,0.365745035
2024,California,47,0.51271057,0.48561036
2024,California,48,0.630470181,0.592925144
2024,California,49,0.49022372,0.478264662
2024,California,50,0.353509341,0.357251972
2024,California,51,0.405191593,0.393025911
2024,California,52,0.349670211,0.336907723
2024,Washington,1,0.340844901,0.368415932
2024,Washington,2,0.370101644,0.359701105
2024,Washington,3,0.529010173,0.480538637
2024,Washington,4,0.768124421,1
2024,Washington,5,0.610483482,0.606562253
2024,Washington,6,0.389735294,0.431844957
2024,Washington,7,0.124017748,0.158229512
2024,Washington,8,0.450508196,0.459145833
2024,Washington,9,0.248836969,0
2024,Washington,10,0.39015256,0.413254844
