year,state,seat_name,incumbent_party,incumbent_running,incumbent_elections_won,candidate_party,candidate_fullname,candidate_firstname,candidate_lastname,dem_statewide_elected,rep_statewide_elected,fec_candidate_id
2024,Michigan,Class I,DEM,None,4,DEM,Elissa Slotkin,Elissa,Slotkin,FALSE,FALSE,
2024,Michigan,Class I,DEM,None,4,REP,Mike Rogers,Mike,Rogers,FALSE,FALSE,
2024,Minnesota,Class I,DEM,DEM,3,DEM,Amy Klobuchar,Amy,Klobuchar,TRUE,FALSE,
2024,Minnesota,Class I,DEM,DEM,3,REP,Royce White,Royce,White,TRUE,FALSE,
2024,Mississippi,Class I,REP,REP,3,DEM,Ty Pinkins,Ty,Pinkins,FALSE,TRUE,
2024,Mississippi,Class I,REP,REP,3,REP,Roger Wicker,Roger,Wicker,FALSE,TRUE,
2024,Missouri,Class I,REP,REP,1,DEM,Lucas Kunce,Lucas,Kunce,FALSE,TRUE,
2024,Missouri,Class I,REP,REP,1,REP,Josh Hawley,Josh,Hawley,FALSE,TRUE,
2024,Montana,Class I,DEM,DEM,3,DEM,Jon Tester,Jon,Tester,TRUE,FALSE,
2024,Montana,Class I,DEM,DEM,3,REP,Tim Sheehy,Tim,Sheehy,TRUE,FALSE,
2024,Nebraska,Class I,REP,REP,2,IND,Dan Osborn,Dan,Osborn,FALSE,TRUE,
2024,Nebraska,Class I,REP,REP,2,REP,Deb Fischer,Deb,Fischer,FALSE,TRUE,
2024,Nevada,Class I,DEM,DEM,1,DEM,Jacky S. Rosen,Jacky,Rosen,TRUE,FALSE,
2024,Nevada,Class I,DEM,DEM,1,REP,Sam Brown,Sam,Brown,TRUE,FALSE,
2024,New Jersey,Class I,DEM,None,3,DEM,Andy Kim,Andy,Kim,FALSE,FALSE,
2024,New Jersey,Class I,DEM,None,3,REP,Curtis Bashaw,Curtis,Bashaw,FALSE,FALSE,
2024,New Mexico,Class I,DEM,DEM,2,DEM,Martin Heinrich,Martin,Heinrich,TRUE,FALSE,
2024,New Mexico,Class I,DEM,DEM,2,REP,Nella Louise Domenici,Nella,Domenici,TRUE,FALSE,
2024,New York,Class I,DEM,DEM,3,DEM,Kirsten Gillibrand,Kirsten,Gillibrand,TRUE,FALSE,
2024,New York,Class I,DEM,DEM,3,REP,Michael D Sapraicone,Mike,Sapraicone,TRUE,FALSE,
2024,North Dakota,Class I,DEM,DEM,1,DEM,Katrina Christiansen,Katrina,Christiansen,FALSE,TRUE,
2024,North Dakota,Class I,DEM,DEM,1,REP,Kevin Cramer,Kevin,Cramer,FALSE,TRUE,
2024,Ohio,Class I,DEM,DEM,2,DEM,Sherrod Brown,Sherrod,Brown,TRUE,FALSE,
2024,Ohio,Class I,DEM,DEM,2,REP,Bernie Moreno,Bernie,Moreno,TRUE,FALSE,
2024,Pennsylvania,Class I,DEM,DEM,3,DEM,Robert P. Casey Jr.,Bob,Casey,TRUE,FALSE,
2024,Pennsylvania,Class I,DEM,DEM,3,REP,Dave McCormick,Dave,McCormick,TRUE,FALSE,
2024,Rhode Island,Class I,DEM,DEM,3,DEM,Sheldon Whitehouse,Sheldon,Whitehouse,TRUE,FALSE,
2024,Rhode Island,Class I,DEM,DEM,3,REP,Patricia Morgan,Patricia,Morgan,TRUE,FALSE,
2024,Tennessee,Class I,REP,REP,1,DEM,Gloria Johnson,Gloria,Johnson,FALSE,TRUE,
2024,Tennessee,Class I,REP,REP,1,REP,Marsha Blackburn,Marsha,Blackburn,FALSE,TRUE,
2024,Texas,Class I,REP,REP,2,DEM,Colin Allred,Colin,Allred,FALSE,TRUE,
2024,Texas,Class I,REP,REP,2,REP,Ted Cruz,Ted,Cruz,FALSE,TRUE,
2024,Utah,Class I,REP,None,1,DEM,Caroline Gleich,Caroline,Gleich,FALSE,FALSE,
2024,Utah,Class I,REP,None,1,REP,John Curtis,John,Curtis,FALSE,FALSE,
2024,Vermont,Class I,IND,IND,3,DEM,None,,None,FALSE,FALSE,
2024,Vermont,Class I,IND,IND,3,REP,Gerald Malloy,Gerald,Malloy,FALSE,FALSE,
2024,Vermont,Class I,IND,IND,3,IND,Bernard Sanders,Bernie,Sanders,FALSE,FALSE,
2024,Virginia,Class I,DEM,DEM,2,DEM,Timothy Michael Caine,Tim,Kaine,TRUE,FALSE,
2024,Virginia,Class I,DEM,DEM,2,REP,Hung Cao,Hung,Cao,TRUE,FALSE,
2024,Washington,Class I,DEM,DEM,4,DEM,Maria Cantwell,Maria,Cantwell,TRUE,FALSE,
2024,Washington,Class I,DEM,DEM,4,REP,Raul Garcia,Raul,Garcia,TRUE,FALSE,
2024,West Virginia,Class I,DEM,None,3,DEM,Glenn Elliott,Glenn,Elliott,FALSE,TRUE,
2024,West Virginia,Class I,DEM,None,3,REP,James Justice,Jim,Justice,FALSE,TRUE,
2024,Wisconsin,Class I,DEM,DEM,2,DEM,Tammy Baldwin,Tammy,Baldwin,TRUE,FALSE,
2024,Wisconsin,Class I,DEM,DEM,2,REP,Eric D. Hovde,Eric,Hovde,TRUE,FALSE,
2024,Wyoming,Class I,REP,REP,3,DEM,Scott Morrow,Scott,Morrow,FALSE,TRUE,
2024,Wyoming,Class I,REP,REP,3,REP,John Barrasso,John,Barrasso,FALSE,TRUE,
2024,Nebraska,Class II,REP,REP,0,DEM,Preston Love,Preston,Love,FALSE,TRUE,
2024,Nebraska,Class II,REP,REP,0,REP,Pete Ricketts,Pete,Ricketts,FALSE,TRUE,
2022,Alabama,Class III,,,,DEM,Will Boyd,Will,Boyd,,,
2022,Alabama,Class III,,,,REP,Katie Britt,Katie,Britt,,,
2022,Alaska,Class III,,,,REP,Lisa Murkowski,Lisa,Murkowski,,,
2022,Alaska,Class III,,,,REP,Kelly C. Tshibaka,Kelly,Tshibaka,,,
2022,Arizona,Class III,,,,DEM,Mark Kelly,Mark,Kelly,,,
2022,Arizona,Class III,,,,REP,Blake Masters,Blake,Masters,,,
2022,Arkansas,Class III,,,,DEM,Natalie James,Natalie,James,,,
2022,Arkansas,Class III,,,,REP,John Boozman,John,Boozman,,,
2022,California,Class III,,,,DEM,Alex Padilla,Alex,Padilla,,,
2022,California,Class III,,,,REP,Mark Meuser,Mark,Meuser,,,
2022,Colorado,Class III,,,,DEM,Michael Bennet,Michael,Bennet,,,
2022,Colorado,Class III,,,,REP,Joe O'Dea,Joe,O'Dea,,,
2022,Connecticut,Class III,,,,DEM,Richard Blumenthal,Richard,Blumenthal,,,
2022,Connecticut,Class III,,,,REP,Leora R. Levy,Leora,Levy,,,
2022,Florida,Class III,,,,DEM,Val Demings,Val,Demings,,,
2022,Florida,Class III,,,,REP,Marco Rubio,Marco,Rubio,,,
2022,Georgia,Class III,,,,DEM,Raphael Warnock,Raphael,Warnock,,,
2022,Georgia,Class III,,,,REP,Herschel Junior Walker,Herschel,Walker,,,
2022,Hawaii,Class III,,,,DEM,Brian Schatz,Brian,Schatz,,,
2022,Hawaii,Class III,,,,REP,Bob McDermott,Bob,McDermott,,,
2022,Idaho,Class III,,,,DEM,David Roth,David,Roth,,,
2022,Idaho,Class III,,,,REP,Mike Crapo,Mike,Crapo,,,
2022,Illinois,Class III,,,,DEM,Tammy Duckworth,Tammy,Duckworth,,,
2022,Illinois,Class III,,,,REP,Kathy Salvi,Kathy,Salvi,,,
2022,Indiana,Class III,,,,DEM,Thomas McDermott,Thomas,McDermott,,,
2022,Indiana,Class III,,,,REP,Todd Young,Todd,Young,,,
2022,Iowa,Class III,,,,DEM,Michael Franken,Michael,Franken,,,
2022,Iowa,Class III,,,,REP,Chuck Grassley,Chuck,Grassley,,,
2022,Kansas,Class III,,,,DEM,Mark R. Holland,Mark,Holland,,,
2022,Kansas,Class III,,,,REP,Jerry Moran,Jerry,Moran,,,
2022,Kentucky,Class III,,,,DEM,Charles Booker,Charles,Booker,,,
2022,Kentucky,Class III,,,,REP,Rand Paul,Rand,Paul,,,
2022,Maryland,Class III,,,,DEM,Chris Van Hollen,Chris,Van Hollen,,,
2022,Maryland,Class III,,,,REP,Chris Chaffee,Chris,Chaffee,,,
2022,Missouri,Class III,,,,DEM,Trudy Busch Valentine,Trudy,Busch Valentine,,,
2022,Missouri,Class III,,,,REP,Eric Schmitt,Eric,Schmitt,,,
2022,Nevada,Class III,,,,DEM,Catherine Cortez Masto,Catherine,Cortez Masto,,,
2022,Nevada,Class III,,,,REP,Adam Paul Laxalt,Adam,Laxalt,,,
2022,New Hampshire,Class III,,,,DEM,Maggie Hassan,Maggie,Hassan,,,
2022,New Hampshire,Class III,,,,REP,Donald C. Bolduc,Don,Bolduc,,,
2022,New York,Class III,,,,DEM,Charles E. Schumer,Chuck,Schumer,,,
2022,New York,Class III,,,,REP,Joe Pinion,Joe,Pinion,,,
2022,North Carolina,Class III,,,,DEM,Cheri Beasley,Cheri,Beasley,,,
2022,North Carolina,Class III,,,,REP,Ted Budd,Ted,Budd,,,
2022,North Dakota,Class III,,,,DEM,Katrina Christiansen,Katrina,Christiansen,,,
2022,North Dakota,Class III,,,,REP,John Hoeven,John,Hoeven,,,
2022,Ohio,Class III,,,,DEM,Tim Ryan,Tim,Ryan,,,
2022,Ohio,Class III,,,,REP,JD Vance,J.D.,Vance,,,
2022,Oklahoma,Class II,,,,DEM,Kendra Horn,Kendra,Horn,,,
2022,Oklahoma,Class II,,,,REP,Markwayne Mullin,Markwayne,Mullin,,,
2022,Oklahoma,Class III,,,,DEM,Madison Horn,Madison,Horn,,,
2022,Oklahoma,Class III,,,,REP,James Lankford,James,Lankford,,,
2022,Oregon,Class III,,,,DEM,Ron Wyden,Ron,Wyden,,,
2022,Oregon,Class III,,,,REP,Jo Rae Perkins,Jo Rae,Perkins,,,
2022,Pennsylvania,Class III,,,,DEM,John Fetterman,John,Fetterman,,,
2022,Pennsylvania,Class III,,,,REP,Mehmet Oz,Mehmet,Oz,,,
2022,South Carolina,Class III,,,,DEM,Kyrstle Matthews,Kyrstle,Matthews,,,
2022,South Carolina,Class III,,,,REP,Tim Scott,Tim,Scott,,,
2022,South Dakota,Class III,,,,DEM,Brian Bengs,Brian,Bengs,,,
2022,South Dakota,Class III,,,,REP,John Thune,John,Thune,,,
2022,Utah,Class III,,,,IND,Evan McMullin,Evan,McMullin,,,
2022,Utah,Class III,,,,REP,Mike Lee,Mike,Lee,,,
2022,Vermont,Class III,,,,DEM,Peter Welch,Peter,Welch,,,
2022,Vermont,Class III,,,,REP,Gerald Malloy,Gerald,Malloy,,,
2022,Washington,Class III,,,,DEM,Patty Murray,Patty,Murray,,,
2022,Washington,Class III,,,,REP,Tiffany Smiley,Tiffany,Smiley,,,
2022,Wisconsin,Class III,,,,DEM,Mandela Barnes,Mandela,Barnes,,,
2022,Wisconsin,Class III,,,,REP,Ron Johnson,Ron,Johnson,,,
2020,Alabama,Class II,DEM,DEM,1,DEM,Gordon Douglas Jones,Doug,Jones,TRUE,FALSE,
2020,Alabama,Class II,DEM,DEM,1,REP,Tommy Tuberville,Tommy,Tuberville,TRUE,FALSE,
2020,Alaska,Class II,REP,REP,1,DEM,Al Gross,Al,Gross,FALSE,TRUE,
2020,Alaska,Class II,REP,REP,1,REP,Dan Sullivan,Dan,Sullivan,FALSE,TRUE,
2020,Arizona,Class III,REP,REP,0,DEM,Mark Kelly,Mark,Kelly,FALSE,FALSE,
2020,Arizona,Class III,REP,REP,0,REP,Martha McSally,Martha,McSally,FALSE,FALSE,
2020,Arkansas,Class II,REP,REP,1,DEM,None,,,FALSE,TRUE,
2020,Arkansas,Class II,REP,REP,1,REP,Tom Cotton,Tom,Cotton,FALSE,TRUE,
2020,Colorado,Class II,REP,REP,1,DEM,John Hickenlooper,John,Hickenlooper,TRUE,TRUE,
2020,Colorado,Class II,REP,REP,1,REP,Cory Gardner,Cory,Gardner,TRUE,TRUE,
2020,Delaware,Class II,DEM,DEM,2,DEM,Chris Coons,Chris,Coons,TRUE,FALSE,
2020,Delaware,Class II,DEM,DEM,2,REP,Lauren Witzke,Lauren,Witzke,TRUE,FALSE,
2020,Georgia,Class II,REP,REP,1,DEM,Jon Ossoff,Jon,Ossoff,FALSE,TRUE,
2020,Georgia,Class II,REP,REP,1,REP,David A. Perdue,David,Perdue,FALSE,TRUE,
2020,Georgia,Class III,REP,REP,0,DEM,TBD,,,FALSE,FALSE,
2020,Georgia,Class III,REP,REP,0,REP,TBD,,,FALSE,FALSE,
2020,Idaho,Class II,REP,REP,2,DEM,Paulette Jordan,Paulette,Jordan,FALSE,TRUE,
2020,Idaho,Class II,REP,REP,2,REP,Jim Risch,Jim,Risch,FALSE,TRUE,
2020,Illinois,Class II,DEM,DEM,4,DEM,Richard J. Durbin,Dick,Durbin,TRUE,FALSE,
2020,Illinois,Class II,DEM,DEM,4,REP,Mark Curran,Mark,Curran,TRUE,FALSE,
2020,Iowa,Class II,REP,REP,1,DEM,Theresa Greenfield,Theresa,Greenfield,FALSE,TRUE,
2020,Iowa,Class II,REP,REP,1,REP,Joni K. Ernst,Joni,Ernst,FALSE,TRUE,
2020,Kansas,Class II,REP,None,4,DEM,Barbara Bollier,Barbara,Bollier,FALSE,TRUE,
2020,Kansas,Class II,REP,None,4,REP,Roger Marshall,Roger,Marshall,FALSE,TRUE,
2020,Kentucky,Class II,REP,REP,6,DEM,Amy McGrath,Amy,McGrath,FALSE,TRUE,
2020,Kentucky,Class II,REP,REP,6,REP,Mitch McConnell,Mitch,McConnell,FALSE,TRUE,
2020,Louisiana,Class II,REP,REP,1,DEM,Antoine Pierce,Antoine,Pierce,FALSE,TRUE,
2020,Louisiana,Class II,REP,REP,1,REP,Bill Cassidy,Bill,Cassidy,FALSE,TRUE,
2020,Maine,Class II,REP,REP,4,DEM,Sara Gideon,Sara,Gideon,FALSE,TRUE,
2020,Maine,Class II,REP,REP,4,REP,Susan M. Collins,Susan,Collins,FALSE,TRUE,
2020,Massachusetts,Class II,DEM,DEM,1,DEM,Ed Markey,Ed,Markey,TRUE,FALSE,
2020,Massachusetts,Class II,DEM,DEM,1,REP,Shiva Ayyadurai,Shiva,Ayyadurai,TRUE,FALSE,
2020,Michigan,Class II,DEM,DEM,1,DEM,Gary C. Peters,Gary,Peters,TRUE,FALSE,
2020,Michigan,Class II,DEM,DEM,1,REP,John James,John,James,TRUE,FALSE,
2020,Minnesota,Class II,DEM,DEM,1,DEM,Tina Smith,Tina,Smith,TRUE,FALSE,
2020,Minnesota,Class II,DEM,DEM,1,REP,Jason Lewis,Jason,Lewis,TRUE,FALSE,
2020,Mississippi,Class II,REP,REP,1,DEM,Mike Espy,Mike,Espy,FALSE,TRUE,
2020,Mississippi,Class II,REP,REP,1,REP,Cindy Hyde-Smith,Cindy,Hyde-Smith,FALSE,TRUE,
2020,Montana,Class II,REP,REP,1,DEM,Steve Bullock,Steve,Bullock,TRUE,TRUE,
2020,Montana,Class II,REP,REP,1,REP,Steve Daines,Steve,Daines,TRUE,TRUE,
2020,Nebraska,Class II,REP,REP,1,DEM,Chris Janicek,Chris,Janicek,FALSE,TRUE,
2020,Nebraska,Class II,REP,REP,1,REP,Ben Sasse,Ben,Sasse,FALSE,TRUE,
2020,New Hampshire,Class II,DEM,DEM,2,DEM,Jeanne Shaheen,Jeanne,Shaheen,TRUE,FALSE,
2020,New Hampshire,Class II,DEM,DEM,2,REP,Don Bolduc,Don,Bolduc,TRUE,FALSE,
2020,New Jersey,Class II,DEM,DEM,2,DEM,Cory A. Booker,Cory,Booker,TRUE,FALSE,
2020,New Jersey,Class II,DEM,DEM,2,REP,Hirsh Singh,Hirsh,Singh,TRUE,FALSE,
2020,New Mexico,Class II,DEM,None,2,DEM,Ben Ray Luján,Ben Ray,Luján,FALSE,FALSE,
2020,New Mexico,Class II,DEM,None,2,REP,Mark Ronchetti,Mark,Ronchetti,FALSE,FALSE,
2020,North Carolina,Class II,REP,REP,1,DEM,Cal Cunningham,Cal,Cunningham,FALSE,TRUE,
2020,North Carolina,Class II,REP,REP,1,REP,Thom Tillis,Thom,Tillis,FALSE,TRUE,
2020,Oklahoma,Class II,REP,REP,5,DEM,Abby Broyles,Abby,Broyles,FALSE,TRUE,
2020,Oklahoma,Class II,REP,REP,5,REP,James M. Inhofe,Jim,Inhofe,FALSE,TRUE,
2020,Oregon,Class II,DEM,DEM,2,DEM,Jeff Merkley,Jeff,Merkley,TRUE,FALSE,
2020,Oregon,Class II,DEM,DEM,2,REP,Jo Rae Perkins,Jo Rae,Perkins,TRUE,FALSE,
2020,Rhode Island,Class II,DEM,DEM,4,DEM,Jack Reed,Jack,Reed,TRUE,FALSE,
2020,Rhode Island,Class II,DEM,DEM,4,REP,Allen Waters,Allen,Waters,TRUE,FALSE,
2020,South Carolina,Class II,REP,REP,3,DEM,Jaime Harrison,Jaime,Harrison,FALSE,TRUE,
2020,South Carolina,Class II,REP,REP,3,REP,Lindsey Graham,Lindsey,Graham,FALSE,TRUE,
2020,South Dakota,Class II,REP,REP,1,DEM,Dan Ahlers,Dan,Ahlers,FALSE,TRUE,
2020,South Dakota,Class II,REP,REP,1,REP,Mike Rounds,Mike,Rounds,FALSE,TRUE,
2020,Tennessee,Class II,REP,None,3,DEM,Marquita Bradshaw,Marquita,Bradshaw,FALSE,FALSE,
2020,Tennessee,Class II,REP,None,3,REP,Bill Hagerty,Bill,Hagerty,FALSE,FALSE,
2020,Texas,Class II,REP,REP,3,DEM,Mary Jennings Hegar,MJ,Hegar,FALSE,TRUE,
2020,Texas,Class II,REP,REP,3,REP,John Cornyn,John,Cornyn,FALSE,TRUE,
2020,Virginia,Class II,DEM,DEM,2,DEM,Mark R. Warner,Mark,Warner,TRUE,FALSE,
2020,Virginia,Class II,DEM,DEM,2,REP,Daniel Gade,Daniel,Gade,TRUE,FALSE,
2020,West Virginia,Class II,REP,REP,1,DEM,Paula Jean Swearengin,Paula Jean,Swearengin,FALSE,TRUE,
2020,West Virginia,Class II,REP,REP,1,REP,Shelley Moore Capito,Shelley,Moore Capito,FALSE,TRUE,
2020,Wyoming,Class II,REP,None,4,DEM,Merav Ben-David,Merav,Ben-David,FALSE,TRUE,
2020,Wyoming,Class II,REP,None,4,REP,Cynthia Lummis,Cynthia,Lummis,FALSE,TRUE,
2018,Arizona,Class I,REP,None,,DEM,Kyrsten Sinema,Kyrsten,Sinema,,,
2018,Arizona,Class I,REP,None,,REP,Martha McSally,Martha,McSally,,,
2018,California,Class I,DEM,DEM,,DEM,Dianne Feinstein,Dianne,Feinstein,,,
2018,California,Class I,DEM,DEM,,DEM,Kevin de León,Kevin,de León,,,
2018,Connecticut,Class I,DEM,DEM,,DEM,Christopher S. Murphy,Chris,Murphy,,,
2018,Connecticut,Class I,DEM,DEM,,REP,Matthew M. Corey,Matthew,Corey,,,
2018,Delaware,Class I,DEM,DEM,,DEM,Thomas R. Carper,Tom,Carper,,,
2018,Delaware,Class I,DEM,DEM,,REP,Rob Arlett,Rob,Arlett,,,
2018,Florida,Class I,DEM,DEM,,DEM,Bill Nelson,Bill,Nelson,,,
2018,Florida,Class I,DEM,DEM,,REP,Rick Scott,Rick,Scott,,,
2018,Hawaii,Class I,DEM,DEM,,DEM,Mazie Hirono,Mazie,Hirono,,,
2018,Hawaii,Class I,DEM,DEM,,REP,Ron Curtis,Ron,Curtis,,,
2018,Indiana,Class I,DEM,DEM,,DEM,Joe Donnelly,Joe,Donnelly,,,
2018,Indiana,Class I,DEM,DEM,,REP,Mike Braun,Mike,Braun,,,
2018,Maine,Class I,IND,IND,,DEM,Zak Ringelstein,Zak,Ringelstein,,,
2018,Maine,Class I,IND,IND,,REP,Eric Brakey,Eric,Brakey,,,
2018,Maine,Class I,IND,IND,,IND,Angus S. King Jr.,Angus,King,,,
2018,Maryland,Class I,DEM,DEM,,DEM,Benjamin L. Cardin,Ben,Cardin,,,
2018,Maryland,Class I,DEM,DEM,,REP,Tony Campbell,Tony,Campbell,,,
2018,Massachusetts,Class I,DEM,DEM,,DEM,Elizabeth Ann Warren,Elizabeth,Warren,,,
2018,Massachusetts,Class I,DEM,DEM,,REP,Geoff Diehl,Geoff,Diehl,,,
2018,Michigan,Class I,DEM,DEM,,DEM,Debbie Stabenow,Debbie,Stabenow,,,
2018,Michigan,Class I,DEM,DEM,,REP,John James,John,James,,,
2018,Minnesota,Class I,DEM,DEM,,DEM,Amy Klobuchar,Amy,Klobuchar,,,
2018,Minnesota,Class I,DEM,DEM,,REP,Jim Newberger,Jim,Newberger,,,
2018,Minnesota,Class II,DEM,None,,DEM,Tina Smith,Tina,Smith,,,
2018,Minnesota,Class II,DEM,None,,REP,Karin Housley,Karin,Housley,,,
2018,Mississippi,Class I,REP,REP,,DEM,David Baria,David,Baria,,,
2018,Mississippi,Class I,REP,REP,,REP,Roger F. Wicker,Roger,Wicker,,,
2018,Mississippi,Class II,REP,None,,DEM,Mike Espy,Mike,Espy,,,
2018,Mississippi,Class II,REP,None,,REP,Cindy Hyde-Smith,Cindy,Hyde-Smith,,,
2018,Missouri,Class I,DEM,DEM,,DEM,Claire McCaskill,Claire,McCaskill,,,
2018,Missouri,Class I,DEM,DEM,,REP,Josh Hawley,Josh,Hawley,,,
2018,Montana,Class I,DEM,DEM,,DEM,Jon Tester,Jon,Tester,,,
2018,Montana,Class I,DEM,DEM,,REP,Matt Rosendale,Matt,Rosendale,,,
2018,Nebraska,Class I,REP,REP,,DEM,Jane Raybould,Jane,Raybould,,,
2018,Nebraska,Class I,REP,REP,,REP,Deb Fischer,Deb,Fischer,,,
2018,Nevada,Class I,REP,REP,,DEM,Jacky S. Rosen,Jacky,Rosen,,,
2018,Nevada,Class I,REP,REP,,REP,Dean Heller,Dean,Heller,,,
2018,New Jersey,Class I,DEM,DEM,,DEM,Bob Menendez,Bob,Menendez,,,
2018,New Jersey,Class I,DEM,DEM,,REP,Bob Hugin,Bob,Hugin,,,
2018,New Mexico,Class I,DEM,DEM,,DEM,Martin Heinrich,Martin,Heinrich,,,
2018,New Mexico,Class I,DEM,DEM,,REP,Mick Rich,Mick,Rich,,,
2018,New York,Class I,DEM,DEM,,DEM,Kirsten E. Gillibrand,Kirsten,Gillibrand,,,
2018,New York,Class I,DEM,DEM,,REP,Chele Farley,Chele,Farley,,,
2018,North Dakota,Class I,DEM,DEM,,DEM,Heidi Heitkamp,Heidi,Heitkamp,,,
2018,North Dakota,Class I,DEM,DEM,,REP,Kevin Cramer,Kevin,Cramer,,,
2018,Ohio,Class I,DEM,DEM,,DEM,Sherrod Brown,Sherrod,Brown,,,
2018,Ohio,Class I,DEM,DEM,,REP,Jim Renacci,Jim,Renacci,,,
2018,Pennsylvania,Class I,DEM,DEM,,DEM,Robert P. Casey Jr.,Bob,Casey,,,
2018,Pennsylvania,Class I,DEM,DEM,,REP,Lou Barletta,Lou,Barletta,,,
2018,Rhode Island,Class I,DEM,DEM,,DEM,Sheldon Whitehouse,Sheldon,Whitehouse,,,
2018,Rhode Island,Class I,DEM,DEM,,REP,Bob Flanders,Bob,Flanders,,,
2018,Tennessee,Class I,REP,None,,DEM,Phil Bredesen,Phil,Bredesen,,,
2018,Tennessee,Class I,REP,None,,REP,Marsha Blackburn,Marsha,Blackburn,,,
2018,Texas,Class I,REP,REP,,DEM,Beto O'Rourke,Beto,O'Rourke,,,
2018,Texas,Class I,REP,REP,,REP,Ted Cruz,Ted,Cruz,,,
2018,Utah,Class I,REP,None,,DEM,Jenny Wilson,Jenny,Wilson,,,
2018,Utah,Class I,REP,None,,REP,Mitt Romney,Mitt,Romney,,,
2018,Vermont,Class I,IND,IND,,IND,Bernie Sanders,Bernie,Sanders,,,
2018,Vermont,Class I,IND,IND,,REP,Lawrence Zupan,Lawrence,Zupan,,,
2018,Virginia,Class I,DEM,DEM,,DEM,Timothy Michael Kaine,Tim,Kaine,,,
2018,Virginia,Class I,DEM,DEM,,REP,Corey Stewart,Corey,Stewart,,,
2018,Washington,Class I,DEM,DEM,,DEM,Maria Cantwell,Maria,Cantwell,,,
2018,Washington,Class I,DEM,DEM,,REP,Susan Hutchison,Susan,Hutchison,,,
2018,West Virginia,Class I,DEM,DEM,,DEM,"Joe Manchin, III",Joe,Manchin,,,
2018,West Virginia,Class I,DEM,DEM,,REP,Patrick Morrisey,Patrick,Morrisey,,,
2018,Wisconsin,Class I,DEM,DEM,,DEM,Tammy Baldwin,Tammy,Baldwin,,,
2018,Wisconsin,Class I,DEM,DEM,,REP,Leah Vukmir,Leah,Vukmir,,,
2018,Wyoming,Class I,REP,REP,,DEM,Gary Trauner,Gary,Trauner,,,
2018,Wyoming,Class I,REP,REP,,REP,John Barrasso,John,Barrasso,,,
